locus_tag	gene	product	type	start	end	strand	snpEff_locus_id
SAOUHSC_00043	-	conserved hypothetical protein	CDS	45808	46360	-1	CDS_NCTC8325_45809_46360
SAOUHSC_00044	-	conserved hypothetical protein	CDS	46472	47333	1	CDS_NCTC8325_46473_47333
SAOUHSC_00045	-	conserved hypothetical protein	CDS	47688	48222	-1	CDS_NCTC8325_47689_48222
SAOUHSC_00046	-	conserved hypothetical protein	CDS	48312	49056	1	CDS_NCTC8325_48313_49056
SAOUHSC_00047	-	conserved hypothetical protein	CDS	49489	50092	1	CDS_NCTC8325_49490_50092
SAOUHSC_00049	-	conserved hypothetical protein	CDS	50358	53511	1	CDS_NCTC8325_50359_53511
SAOUHSC_00050	-	conserved hypothetical protein	CDS	53567	54050	1	CDS_NCTC8325_53568_54050
SAOUHSC_00051	-	1-phosphatidylinositol phosphodiesterase precursor, putative	CDS	54254	55241	1	CDS_NCTC8325_54255_55241
SAOUHSC_00052	-	conserved hypothetical protein	CDS	55461	56232	1	CDS_NCTC8325_55462_56232
SAOUHSC_00053	-	conserved hypothetical protein	CDS	56283	57054	1	CDS_NCTC8325_56284_57054
SAOUHSC_00054	-	conserved hypothetical protein	CDS	57117	57888	1	CDS_NCTC8325_57118_57888
SAOUHSC_00055	-	conserved hypothetical protein	CDS	57954	58722	1	CDS_NCTC8325_57955_58722
SAOUHSC_00056	-	conserved hypothetical protein	CDS	58854	61053	1	CDS_NCTC8325_58855_61053
SAOUHSC_00057	-	conserved hypothetical protein	CDS	61203	62382	1	CDS_NCTC8325_61204_62382
SAOUHSC_00058	-	conserved hypothetical protein	CDS	62383	63772	1	CDS_NCTC8325_62384_63772
SAOUHSC_00060	-	conserved hypothetical protein	CDS	64264	65926	-1	CDS_NCTC8325_64265_65926
SAOUHSC_00061	-	conserved hypothetical protein	CDS	66251	68027	-1	CDS_NCTC8325_66252_68027
SAOUHSC_00062	-	conserved hypothetical protein	CDS	68200	69073	-1	CDS_NCTC8325_68201_69073
SAOUHSC_00064	-	conserved hypothetical protein	CDS	69185	70583	1	CDS_NCTC8325_69186_70583
SAOUHSC_00065	-	conserved hypothetical protein	CDS	70772	71246	1	CDS_NCTC8325_70773_71246
SAOUHSC_00067	-	L-lactate permease	CDS	71507	73100	1	CDS_NCTC8325_71508_73100
SAOUHSC_00069	-	protein A	CDS	73428	74979	-1	CDS_NCTC8325_73429_74979
SAOUHSC_00070	-	staphylococcal accessory regulator-like protein	CDS	75399	76152	-1	CDS_NCTC8325_75400_76152
SAOUHSC_00071	-	lipoprotein, SirC, putative	CDS	76520	77435	-1	CDS_NCTC8325_76521_77435
SAOUHSC_00072	-	lipoprotein, SirB, putative	CDS	77515	78511	-1	CDS_NCTC8325_77516_78511
SAOUHSC_00074	-	periplasmic binding protein, putative	CDS	78526	79519	-1	CDS_NCTC8325_78527_79519
SAOUHSC_00075	-	conserved hypothetical protein	CDS	79884	80730	1	CDS_NCTC8325_79885_80730
SAOUHSC_00076	-	ornithine cyclodeaminase, putative	CDS	80726	81737	1	CDS_NCTC8325_80727_81737
SAOUHSC_00077	-	conserved hypothetical protein	CDS	81757	83512	1	CDS_NCTC8325_81758_83512
SAOUHSC_00078	-	conserved hypothetical protein	CDS	83504	84761	1	CDS_NCTC8325_83505_84761
SAOUHSC_00079	-	conserved hypothetical protein	CDS	84750	86487	1	CDS_NCTC8325_84751_86487
SAOUHSC_00080	-	conserved hypothetical protein	CDS	86395	88246	1	CDS_NCTC8325_86396_88246
SAOUHSC_00081	-	conserved hypothetical protein	CDS	88220	88997	1	CDS_NCTC8325_88221_88997
SAOUHSC_00082	-	conserved hypothetical protein	CDS	88996	90199	1	CDS_NCTC8325_88997_90199
SAOUHSC_00083	-	conserved hypothetical protein	CDS	90202	90967	1	CDS_NCTC8325_90203_90967
SAOUHSC_A00084	-	hypothetical protein	CDS	90904	91096	-1	CDS_NCTC8325_90905_91096
SAOUHSC_00084	-	conserved hypothetical protein	CDS	91162	91570	1	CDS_NCTC8325_91163_91570
SAOUHSC_00085	-	conserved hypothetical protein	CDS	91619	92246	1	CDS_NCTC8325_91620_92246
SAOUHSC_00086	-	3-ketoacyl-acyl carrier protein reductase, putative	CDS	92457	93234	1	CDS_NCTC8325_92458_93234
SAOUHSC_00087	-	conserved hypothetical protein	CDS	93377	93500	1	CDS_NCTC8325_93378_93500
SAOUHSC_00088	-	conserved hypothetical protein	CDS	93569	94550	1	CDS_NCTC8325_93570_94550
SAOUHSC_00089	-	conserved hypothetical protein	CDS	94512	95205	1	CDS_NCTC8325_94513_95205
SAOUHSC_00090	-	conserved hypothetical protein	CDS	95414	96581	1	CDS_NCTC8325_95415_96581
SAOUHSC_00091	-	conserved hypothetical protein	CDS	96561	97800	1	CDS_NCTC8325_96562_97800
SAOUHSC_00092	-	conserved hypothetical protein	CDS	97789	99220	1	CDS_NCTC8325_97790_99220
SAOUHSC_00093	-	superoxide dismutase, putative	CDS	99487	100087	1	CDS_NCTC8325_99488_100087
SAOUHSC_00094	-	conserved hypothetical protein	CDS	100454	101054	1	CDS_NCTC8325_100455_101054
SAOUHSC_00096	-	transcriptional regulator, GntR family, putative	CDS	101369	102125	-1	CDS_NCTC8325_101370_102125
SAOUHSC_A00097	-	hypothetical protein	CDS	102227	102452	-1	CDS_NCTC8325_102228_102452
SAOUHSC_00097	-	purine nucleoside phosphorylase	CDS	102360	103068	1	CDS_NCTC8325_102361_103068
SAOUHSC_00099	-	conserved hypothetical protein	CDS	103074	104427	1	CDS_NCTC8325_103075_104427
SAOUHSC_00100	-	deoxyribose-phosphate aldolase	CDS	104507	105170	1	CDS_NCTC8325_104508_105170
SAOUHSC_00101	-	phosphopentomutase	CDS	105197	106376	1	CDS_NCTC8325_105198_106376
SAOUHSC_00102	-	phosphonates ABC transporter, permease protein CC0363, putative	CDS	106506	107322	-1	CDS_NCTC8325_106507_107322
SAOUHSC_00103	-	phosphonates ABC transporter, permease protein CC0363, putative	CDS	107318	108119	-1	CDS_NCTC8325_107319_108119
SAOUHSC_00104	-	amino acid ABC transporter, ATP-binding protein, putative	CDS	108120	108894	-1	CDS_NCTC8325_108121_108894
SAOUHSC_00105	-	phosphonate ABC transporter, substrate-binding protein, putative	CDS	109107	110064	-1	CDS_NCTC8325_109108_110064
SAOUHSC_00106	-	conserved hypothetical protein	CDS	110292	111837	1	CDS_NCTC8325_110293_111837
SAOUHSC_00107	-	conserved hypothetical protein	CDS	111887	113423	1	CDS_NCTC8325_111888_113423
SAOUHSC_00108	-	conserved hypothetical protein	CDS	113506	113710	1	CDS_NCTC8325_113507_113710
SAOUHSC_00109	-	replication initiation protein, putative	CDS	114082	114568	1	CDS_NCTC8325_114083_114568
SAOUHSC_00110	-	truncated replication initiation protein, putative	CDS	114552	114843	1	CDS_NCTC8325_114553_114843
SAOUHSC_00111	-	hypothetical protein	CDS	114926	115214	1	CDS_NCTC8325_114927_115214
SAOUHSC_00112	-	transposase, IS200 family, putative	CDS	115866	116088	1	CDS_NCTC8325_115867_116088
SAOUHSC_00113	-	alcohol dehydrogenase, iron-containing, putative	CDS	116537	119147	1	CDS_NCTC8325_116538_119147
SAOUHSC_00114	-	capsular polysaccharide biosynthesis protein, putative	CDS	119491	120160	1	CDS_NCTC8325_119492_120160
SAOUHSC_00115	-	capsular polysaccharide synthesis enzyme Cap5B	CDS	120175	120862	1	CDS_NCTC8325_120176_120862
SAOUHSC_00116	-	capsular polysaccharide synthesis enzyme Cap8C	CDS	120864	121629	1	CDS_NCTC8325_120865_121629
SAOUHSC_00117	-	capsular polysaccharide biosynthesis protein Cap5D, putative	CDS	121648	123472	1	CDS_NCTC8325_121649_123472
SAOUHSC_00118	-	capsular polysaccharide biosynthesis protein Cap5E, putative	CDS	123461	124490	1	CDS_NCTC8325_123462_124490
SAOUHSC_00119	-	capsular polysaccharide synthesis enzyme Cap8F	CDS	124502	125612	1	CDS_NCTC8325_124503_125612
SAOUHSC_00120	-	UDP-N-acetylglucosamine 2-epimerase	CDS	125615	126740	1	CDS_NCTC8325_125616_126740
SAOUHSC_00121	-	capsular polysaccharide synthesis enzyme O-acetyl transferase Cap5H, putative	CDS	126742	127369	1	CDS_NCTC8325_126743_127369
SAOUHSC_00122	-	capsular polysaccharide biosynthesis protein Cap5I, putative	CDS	127373	128483	1	CDS_NCTC8325_127374_128483
SAOUHSC_00123	-	capsular polysaccharide biosynthesis protein Cap5J, putative	CDS	128496	129663	1	CDS_NCTC8325_128497_129663
SAOUHSC_00124	-	capsular polysaccharide biosynthesis protein Cap5K, putative	CDS	129655	130861	1	CDS_NCTC8325_129656_130861
SAOUHSC_00125	-	cap5L protein/glycosyltransferase, putative	CDS	130861	132067	1	CDS_NCTC8325_130862_132067
SAOUHSC_00126	-	capsular polysaccharide biosynthesis protein Cap8M	CDS	132077	132635	1	CDS_NCTC8325_132078_132635
SAOUHSC_00127	-	cap5N protein/UDP-glucose 4-epimerase, putative	CDS	132634	133522	1	CDS_NCTC8325_132635_133522
SAOUHSC_00128	-	cap5O protein/UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	CDS	133575	134838	1	CDS_NCTC8325_133576_134838
SAOUHSC_00129	-	UDP-N-acetylglucosamine 2-epimerase	CDS	134914	136060	1	CDS_NCTC8325_134915_136060
SAOUHSC_00130	-	conserved hypothetical protein	CDS	136124	136451	-1	CDS_NCTC8325_136125_136451
SAOUHSC_00131	-	conserved hypothetical protein	CDS	136457	136841	-1	CDS_NCTC8325_136458_136841
SAOUHSC_00132	-	aldehyde dehydrogenase, putative	CDS	137267	138755	1	CDS_NCTC8325_137268_138755
SAOUHSC_00133	-	conserved hypothetical protein	CDS	139400	140360	1	CDS_NCTC8325_139401_140360
SAOUHSC_00134	-	conserved hypothetical protein	CDS	140421	140625	-1	CDS_NCTC8325_140422_140625
SAOUHSC_00135	-	conserved hypothetical protein	CDS	140803	141316	1	CDS_NCTC8325_140804_141316
SAOUHSC_00136	-	conserved hypothetical protein	CDS	141657	142398	1	CDS_NCTC8325_141658_142398
SAOUHSC_00137	-	conserved hypothetical protein	CDS	142411	143386	1	CDS_NCTC8325_142412_143386
SAOUHSC_00138	-	conserved hypothetical protein	CDS	143382	144144	1	CDS_NCTC8325_143383_144144
SAOUHSC_00139	-	conserved hypothetical protein	CDS	144156	145188	1	CDS_NCTC8325_144157_145188
SAOUHSC_00141	-	conserved hypothetical protein	CDS	145404	145764	1	CDS_NCTC8325_145405_145764
SAOUHSC_00142	-	formate dehydrogenase, NAD-dependent, putative	CDS	145936	146962	1	CDS_NCTC8325_145937_146962
SAOUHSC_00143	-	conserved hypothetical protein	CDS	147347	148598	1	CDS_NCTC8325_147348_148598
SAOUHSC_00144	-	conserved hypothetical protein	CDS	149044	156220	1	CDS_NCTC8325_149045_156220
SAOUHSC_00145	-	conserved hypothetical protein	CDS	156232	156877	1	CDS_NCTC8325_156233_156877
SAOUHSC_00146	-	conserved hypothetical protein	CDS	157204	157684	-1	CDS_NCTC8325_157205_157684
SAOUHSC_00147	-	acetylglutamate kinase, putative	CDS	157953	158718	-1	CDS_NCTC8325_157954_158718
SAOUHSC_00148	-	glutamate N-acetyltransferase/amino-acid acetyltransferase	CDS	158733	159975	-1	CDS_NCTC8325_158734_159975
SAOUHSC_00149	-	N-acetylglutamate gamma-semialdehyde dehydrogenase, putative	CDS	159986	161018	-1	CDS_NCTC8325_159987_161018
SAOUHSC_00150	-	ornithine aminotransferase, putative	CDS	161056	162241	-1	CDS_NCTC8325_161057_162241
SAOUHSC_00151	-	branched-chain amino acid transport system II carrier protein	CDS	162493	163849	-1	CDS_NCTC8325_162494_163849
SAOUHSC_00152	-	conserved hypothetical protein	CDS	164124	164622	-1	CDS_NCTC8325_164125_164622
SAOUHSC_00153	-	indolepyruvate decarboxylase, putative	CDS	164748	166389	-1	CDS_NCTC8325_164749_166389
SAOUHSC_00154	-	conserved hypothetical protein	CDS	166582	166684	1	CDS_NCTC8325_166583_166684
SAOUHSC_00155	-	PTS system, glucose-specific component	CDS	166662	168660	-1	CDS_NCTC8325_166663_168660
SAOUHSC_00156	-	conserved hypothetical protein	CDS	169308	170349	1	CDS_NCTC8325_169309_170349
SAOUHSC_00157	-	conserved hypothetical protein	CDS	170348	171245	1	CDS_NCTC8325_170349_171245
SAOUHSC_00158	-	PTS system component	CDS	171256	172711	1	CDS_NCTC8325_171257_172711
SAOUHSC_00160	-	conserved hypothetical protein	CDS	172713	173589	1	CDS_NCTC8325_172714_173589
SAOUHSC_00161	-	conserved hypothetical protein	CDS	173782	174064	-1	CDS_NCTC8325_173783_174064
SAOUHSC_00162	-	type I site-specific deoxyribonuclease, HsdR family, putative	CDS	174276	177066	1	CDS_NCTC8325_174277_177066
SAOUHSC_00163	-	conserved hypothetical protein	CDS	177270	178113	1	CDS_NCTC8325_177271_178113
SAOUHSC_00164	-	conserved hypothetical protein	CDS	178114	179038	1	CDS_NCTC8325_178115_179038
SAOUHSC_00166	-	conserved hypothetical protein	CDS	179024	180137	1	CDS_NCTC8325_179025_180137
SAOUHSC_00167	-	peptide ABC transporter, ATP-binding protein, putative	CDS	180401	181994	-1	CDS_NCTC8325_180402_181994
SAOUHSC_00168	-	conserved hypothetical protein	CDS	181950	183429	1	CDS_NCTC8325_181951_183429
SAOUHSC_00169	-	peptide ABC transporter, permease protein, putative	CDS	183434	184598	1	CDS_NCTC8325_183435_184598
SAOUHSC_00170	-	conserved hypothetical protein	CDS	184614	186390	1	CDS_NCTC8325_184615_186390
SAOUHSC_00171	-	gamma-glutamyltranspeptidase, putative	CDS	186427	188434	1	CDS_NCTC8325_186428_188434
SAOUHSC_00172	-	conserved hypothetical protein	CDS	188731	189505	-1	CDS_NCTC8325_188732_189505
SAOUHSC_00173	-	acyl carrier phosphodiesterase	CDS	189694	190321	-1	CDS_NCTC8325_189695_190321
SAOUHSC_00174	-	M23/M37 peptidase domain protein	CDS	190529	191108	1	CDS_NCTC8325_190530_191108
SAOUHSC_00175	-	multiple sugar-binding transport ATP-binding protein, putative	CDS	191490	192588	1	CDS_NCTC8325_191491_192588
SAOUHSC_00176	-	bacterial extracellular solute-binding protein, putative	CDS	192600	193872	1	CDS_NCTC8325_192601_193872
SAOUHSC_00177	-	maltose ABC transporter, permease protein, putative	CDS	193874	195143	1	CDS_NCTC8325_193875_195143
SAOUHSC_00178	-	maltose ABC transporter, permease protein	CDS	195144	195984	1	CDS_NCTC8325_195145_195984
SAOUHSC_00179	-	conserved hypothetical protein	CDS	196057	197134	1	CDS_NCTC8325_196058_197134
SAOUHSC_00180	-	conserved hypothetical protein	CDS	197158	198199	1	CDS_NCTC8325_197159_198199
SAOUHSC_00181	-	conserved hypothetical protein	CDS	198253	199222	1	CDS_NCTC8325_198254_199222
SAOUHSC_00182	-	conserved hypothetical protein	CDS	199582	200155	-1	CDS_NCTC8325_199583_200155
SAOUHSC_00183	-	membrane protein, putative	CDS	200309	201689	1	CDS_NCTC8325_200310_201689
SAOUHSC_00184	-	Response regulator receiver domain protein	CDS	202047	202806	-1	CDS_NCTC8325_202048_202806
SAOUHSC_00185	-	conserved hypothetical protein	CDS	202798	204355	-1	CDS_NCTC8325_202799_204355
SAOUHSC_00186	-	lipoprotein, putative	CDS	204351	205320	-1	CDS_NCTC8325_204352_205320
SAOUHSC_00187	-	formate acetyltransferase	CDS	205907	208157	1	CDS_NCTC8325_205908_208157
SAOUHSC_00188	-	pyruvate formate-lyase 1 activating enzyme, putative	CDS	208179	208935	1	CDS_NCTC8325_208180_208935
SAOUHSC_00189	-	conserved hypothetical protein	CDS	209038	209233	1	CDS_NCTC8325_209039_209233
SAOUHSC_00190	-	conserved hypothetical protein	CDS	209270	211034	1	CDS_NCTC8325_209271_211034
SAOUHSC_00191	-	conserved hypothetical protein	CDS	211197	211542	-1	CDS_NCTC8325_211198_211542
SAOUHSC_00192	-	coagulase	CDS	211731	213642	1	CDS_NCTC8325_211732_213642
SAOUHSC_00193	-	hypothetical protein	CDS	213823	213931	-1	CDS_NCTC8325_213824_213931
SAOUHSC_00194	-	hypothetical protein	CDS	213949	214120	-1	CDS_NCTC8325_213950_214120
SAOUHSC_00195	-	acetyl-CoA acetyltransferase, putative	CDS	214245	215430	-1	CDS_NCTC8325_214246_215430
SAOUHSC_00196	-	conserved hypothetical protein	CDS	215459	217721	-1	CDS_NCTC8325_215460_217721
SAOUHSC_00197	-	conserved hypothetical protein	CDS	217906	219118	-1	CDS_NCTC8325_217907_219118
SAOUHSC_00198	-	conserved hypothetical protein	CDS	219229	220735	-1	CDS_NCTC8325_219230_220735
SAOUHSC_00199	-	conserved hypothetical protein	CDS	220760	222338	-1	CDS_NCTC8325_220761_222338
SAOUHSC_00200	-	membrane protein, putative	CDS	222778	223921	1	CDS_NCTC8325_222779_223921
SAOUHSC_00201	-	conserved hypothetical protein	CDS	224234	225647	-1	CDS_NCTC8325_224235_225647
SAOUHSC_00202	-	conserved hypothetical protein	CDS	225907	226264	-1	CDS_NCTC8325_225908_226264
SAOUHSC_00203	-	conserved hypothetical protein	CDS	226420	226594	-1	CDS_NCTC8325_226421_226594
SAOUHSC_00204	-	Globin domain protein	CDS	226619	227765	-1	CDS_NCTC8325_226620_227765
SAOUHSC_00205	-	hypothetical protein	CDS	227919	228027	1	CDS_NCTC8325_227920_228027
SAOUHSC_00206	-	L-lactate dehydrogenase	CDS	228481	229291	1	CDS_NCTC8325_228482_229291
SAOUHSC_00208	-	hypothetical protein	CDS	229501	229645	1	CDS_NCTC8325_229502_229645
SAOUHSC_00209	-	PTS system, glucose-specific IIBC component, putative	CDS	229610	231140	-1	CDS_NCTC8325_229611_231140
SAOUHSC_00211	-	conserved hypothetical protein	CDS	231501	232437	1	CDS_NCTC8325_231502_232437
SAOUHSC_00212	-	conserved hypothetical protein	CDS	232546	232645	1	CDS_NCTC8325_232547_232645
SAOUHSC_00213	-	conserved hypothetical protein	CDS	232775	234872	1	CDS_NCTC8325_232776_234872
SAOUHSC_00214	-	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2, putative	CDS	234856	235324	1	CDS_NCTC8325_234857_235324
SAOUHSC_00215	-	PTS system component, putative	CDS	235346	235625	1	CDS_NCTC8325_235347_235625
SAOUHSC_00216	-	PTS system component	CDS	235851	237111	1	CDS_NCTC8325_235852_237111
SAOUHSC_00217	-	sorbitol dehydrogenase, putative	CDS	237128	238184	1	CDS_NCTC8325_237129_238184
SAOUHSC_00218	-	conserved hypothetical protein	CDS	238185	238332	1	CDS_NCTC8325_238186_238332
SAOUHSC_00219	-	conserved hypothetical protein	CDS	238355	239399	1	CDS_NCTC8325_238356_239399
SAOUHSC_00220	-	conserved hypothetical protein	CDS	239968	240643	1	CDS_NCTC8325_239969_240643
SAOUHSC_00221	-	alcohol dehydrogenase, zinc-containing	CDS	240635	241661	1	CDS_NCTC8325_240636_241661
SAOUHSC_A00219	-	hypothetical protein	CDS	241569	241857	-1	CDS_NCTC8325_241570_241857
SAOUHSC_00222	-	tagB protein, putative	CDS	241835	243377	1	CDS_NCTC8325_241836_243377
SAOUHSC_00223	-	teichoic acid biosynthesis protein F, putative	CDS	243804	244974	1	CDS_NCTC8325_243805_244974
SAOUHSC_00225	-	conserved hypothetical protein	CDS	245249	245966	1	CDS_NCTC8325_245250_245966
SAOUHSC_00226	-	conserved hypothetical protein	CDS	245958	246984	1	CDS_NCTC8325_245959_246984
SAOUHSC_00227	-	conserved hypothetical protein	CDS	247005	248694	1	CDS_NCTC8325_247006_248694
SAOUHSC_00228	-	conserved hypothetical protein	CDS	248726	250451	1	CDS_NCTC8325_248727_250451
SAOUHSC_00229	-	ScdA protein, putative	CDS	250590	251265	1	CDS_NCTC8325_250591_251265
SAOUHSC_00230	-	two-component sensor histidine kinase, putative	CDS	251526	253266	1	CDS_NCTC8325_251527_253266
SAOUHSC_00231	-	two-component response regulator, putative	CDS	253268	254009	1	CDS_NCTC8325_253269_254009
SAOUHSC_00232	-	conserved hypothetical protein	CDS	254121	254565	1	CDS_NCTC8325_254122_254565
SAOUHSC_00233	-	holin-like protein LrgB, putative	CDS	254557	255259	1	CDS_NCTC8325_254558_255259
SAOUHSC_00234	-	conserved hypothetical protein	CDS	255366	256071	-1	CDS_NCTC8325_255367_256071
SAOUHSC_00235	-	conserved hypothetical protein	CDS	256219	257011	1	CDS_NCTC8325_256220_257011
SAOUHSC_00236	-	6-phospho-beta-glucosidase, putative	CDS	257026	258463	1	CDS_NCTC8325_257027_258463
SAOUHSC_00237	-	conserved hypothetical protein	CDS	258895	259657	-1	CDS_NCTC8325_258896_259657
SAOUHSC_00238	-	hypothetical protein	CDS	259675	259810	1	CDS_NCTC8325_259676_259810
SAOUHSC_00239	-	ribokinase, putative	CDS	259907	260822	-1	CDS_NCTC8325_259908_260822
SAOUHSC_00240	-	ribose ABC transporter protein, putative	CDS	260849	261254	-1	CDS_NCTC8325_260850_261254
SAOUHSC_00241	-	conserved hypothetical protein	CDS	261268	262150	-1	CDS_NCTC8325_261269_262150
SAOUHSC_00242	-	conserved hypothetical protein	CDS	262381	263380	-1	CDS_NCTC8325_262382_263380
SAOUHSC_00243	-	NADH dehydrogenase subunit, putative	CDS	263530	263710	1	CDS_NCTC8325_263531_263710
SAOUHSC_00244	-	conserved hypothetical protein	CDS	263759	264152	1	CDS_NCTC8325_263760_264152
SAOUHSC_00245	-	truncated transposase	CDS	264379	264784	1	CDS_NCTC8325_264380_264784
SAOUHSC_00246	-	drug transporter, putative	CDS	264824	266201	-1	CDS_NCTC8325_264825_266201
SAOUHSC_00247	-	conserved hypothetical protein	CDS	266434	267427	1	CDS_NCTC8325_266435_267427
SAOUHSC_00248	-	peptidoglycan hydrolase, putative	CDS	267752	268703	1	CDS_NCTC8325_267753_268703
SAOUHSC_00249	-	conserved hypothetical protein	CDS	268754	269414	-1	CDS_NCTC8325_268755_269414
SAOUHSC_00250	-	conserved hypothetical protein	CDS	269427	270348	-1	CDS_NCTC8325_269428_270348
SAOUHSC_00251	-	conserved hypothetical protein	CDS	270344	271511	-1	CDS_NCTC8325_270345_271511
SAOUHSC_00253	-	conserved hypothetical protein	CDS	271578	273102	-1	CDS_NCTC8325_271579_273102
SAOUHSC_00254	-	conserved hypothetical protein	CDS	273372	274026	1	CDS_NCTC8325_273373_274026
SAOUHSC_00255	-	conserved hypothetical protein	CDS	274059	274647	1	CDS_NCTC8325_274060_274647
SAOUHSC_00256	-	conserved hypothetical protein	CDS	274789	275683	-1	CDS_NCTC8325_274790_275683
SAOUHSC_00257	-	conserved hypothetical protein	CDS	275930	276224	1	CDS_NCTC8325_275931_276224
SAOUHSC_00258	-	conserved hypothetical protein	CDS	276307	279337	1	CDS_NCTC8325_276308_279337
SAOUHSC_00259	-	conserved hypothetical protein	CDS	279336	279795	1	CDS_NCTC8325_279337_279795
SAOUHSC_00260	-	conserved hypothetical protein	CDS	279727	280009	1	CDS_NCTC8325_279728_280009
SAOUHSC_00261	-	conserved hypothetical protein	CDS	280021	281356	1	CDS_NCTC8325_280022_281356
SAOUHSC_00262	-	conserved hypothetical protein	CDS	281377	285817	1	CDS_NCTC8325_281378_285817
SAOUHSC_00264	-	conserved hypothetical protein	CDS	285846	286239	1	CDS_NCTC8325_285847_286239
SAOUHSC_00265	-	conserved hypothetical protein	CDS	286254	286569	1	CDS_NCTC8325_286255_286569
