locus_tag	gene	product	type	start	end	strand	snpEff_locus_id
SAEMRSA1500540	-	putative membrane protein	CDS	69876	70080	1	CDS_EMRSA15_69877_70080
SAEMRSA1500550	-	hypothetical protein	CDS	70128	70425	1	CDS_EMRSA15_70129_70425
SAEMRSA1500560	-	putative membrane protein	CDS	70488	71718	-1	CDS_EMRSA15_70489_71718
SAEMRSA1500570	-	conserved hypothetical protein	CDS	71701	72259	-1	CDS_EMRSA15_71702_72259
SAEMRSA1500580	-	LysR-family regulatory protein	CDS	72341	73226	1	CDS_EMRSA15_72342_73226
SAEMRSA1500590	-	conserved hypothetical protein	CDS	73579	74113	-1	CDS_EMRSA15_73580_74113
SAEMRSA1500600	-	LysR-family regulatory protein	CDS	74203	74947	1	CDS_EMRSA15_74204_74947
SAEMRSA1500610	-	putative membrane protein	CDS	75177	75597	-1	CDS_EMRSA15_75178_75597
SAEMRSA1500620	-	putative membrane protein	CDS	76131	76743	1	CDS_EMRSA15_76132_76743
SAEMRSA1500630	-	hypothetical protein	CDS	77009	80162	1	CDS_EMRSA15_77010_80162
SAEMRSA1500640	-	putative membrane protein	CDS	80236	80719	1	CDS_EMRSA15_80237_80719
SAEMRSA1500650	-	transposase	CDS	80910	82122	1	CDS_EMRSA15_80911_82122
SAEMRSA1500660	-	transposase	CDS	82133	82901	1	CDS_EMRSA15_82134_82901
SAEMRSA1500670	plc	1-phosphatidylinositol phosphodiesterase	CDS	83127	84114	1	CDS_EMRSA15_83128_84114
SAEMRSA1500680	-	putative lipoprotein	CDS	84333	85104	1	CDS_EMRSA15_84334_85104
SAEMRSA1500690	-	putative lipoprotein	CDS	85168	85939	1	CDS_EMRSA15_85169_85939
SAEMRSA1500700	-	putative regulatory protein	CDS	86036	88274	1	CDS_EMRSA15_86037_88274
SAEMRSA1500710	-	putative peptidase	CDS	88424	89603	1	CDS_EMRSA15_88425_89603
SAEMRSA1500720	-	putative transporter protein	CDS	89604	90993	1	CDS_EMRSA15_89605_90993
SAEMRSA1500730	-	putative Na+/Pi-cotransporter protein	CDS	91479	93147	-1	CDS_EMRSA15_91480_93147
SAEMRSA1500740	-	putative myosin-crossreactive antigen	CDS	93467	95243	-1	CDS_EMRSA15_93468_95243
SAEMRSA1500750	-	putative membrane protein	CDS	95593	96067	1	CDS_EMRSA15_95594_96067
SAEMRSA1500760	lldP1	L-lactate permease 1	CDS	96328	97921	1	CDS_EMRSA15_96329_97921
SAEMRSA1500770	spa	immunoglobulin G binding protein A precursor (pseudogene)	CDS	98249	99753	-1	CDS_EMRSA15_98250_99753
SAEMRSA1500780	-	putative regulatory protein	CDS	100173	100926	-1	CDS_EMRSA15_100174_100926
SAEMRSA1500790	sirC	putative siderophore transport system permease	CDS	101294	102293	-1	CDS_EMRSA15_101295_102293
SAEMRSA1500800	sirB	putative siderophore transport system permease	CDS	102289	103285	-1	CDS_EMRSA15_102290_103285
SAEMRSA1500810	sirA	lipoprotein	CDS	103300	104293	-1	CDS_EMRSA15_103301_104293
SAEMRSA1500820	sbnA	pyridoxal-phosphate dependent enzyme	CDS	104523	105504	1	CDS_EMRSA15_104524_105504
SAEMRSA1500830	sbnB	putative ornithine cyclodeaminase	CDS	105500	106511	1	CDS_EMRSA15_105501_106511
SAEMRSA1500840	-	putative siderophore biosynthesis protein	CDS	106531	108286	1	CDS_EMRSA15_106532_108286
SAEMRSA1500850	-	putative transport protein	CDS	108278	109535	1	CDS_EMRSA15_108279_109535
SAEMRSA1500860	-	putative siderophore biosynthesis protein	CDS	109524	111261	1	CDS_EMRSA15_109525_111261
SAEMRSA1500870	-	putative siderophore biosynthesis protein	CDS	111241	113020	1	CDS_EMRSA15_111242_113020
SAEMRSA1500880	-	putative aldolase	CDS	112994	113771	1	CDS_EMRSA15_112995_113771
SAEMRSA1500890	-	pyridoxal-dependent decarboxylase	CDS	113770	114973	1	CDS_EMRSA15_113771_114973
SAEMRSA1500900	-	hypothetical protein	CDS	114976	115741	1	CDS_EMRSA15_114977_115741
SAEMRSA1500910	-	putative membrane protein	CDS	115930	116344	1	CDS_EMRSA15_115931_116344
SAEMRSA1500920	-	putative membrane protein	CDS	116393	117020	1	CDS_EMRSA15_116394_117020
SAEMRSA1500930	-	putative short chain dehydrogenase	CDS	117230	118007	1	CDS_EMRSA15_117231_118007
SAEMRSA1500940	-	hypothetical protein	CDS	118055	118169	-1	CDS_EMRSA15_118056_118169
SAEMRSA1500950	-	NAD dependent epimerase/dehydratase family protein	CDS	118351	119329	1	CDS_EMRSA15_118352_119329
SAEMRSA1500960	-	putative sugar transferase	CDS	119285	119978	1	CDS_EMRSA15_119286_119978
SAEMRSA1500970	-	galactosyl transferase	CDS	120187	121354	1	CDS_EMRSA15_120188_121354
SAEMRSA1500980	-	putative membrane protein	CDS	121334	122573	1	CDS_EMRSA15_121335_122573
SAEMRSA1500990	-	polysaccharide biosynthesis protein	CDS	122562	123993	1	CDS_EMRSA15_122563_123993
SAEMRSA1501000	sodM	superoxide dismutase	CDS	124260	124860	1	CDS_EMRSA15_124261_124860
SAEMRSA1501010	-	GntR family regulatory protein	CDS	125202	125943	-1	CDS_EMRSA15_125203_125943
SAEMRSA1501020	deoD1	putative purine nucleoside phosphorylase (pseudogene)	CDS	126193	126902	1	CDS_EMRSA15_126194_126902
SAEMRSA1501030	-	putative transport system protein	CDS	126902	128261	1	CDS_EMRSA15_126903_128261
SAEMRSA1501040	deoC1	deoxyribose-phosphate aldolase	CDS	128341	129004	1	CDS_EMRSA15_128342_129004
SAEMRSA1501050	drm	putative phosphopentomutase	CDS	129031	130210	1	CDS_EMRSA15_129032_130210
SAEMRSA1501060	-	binding-protein-dependent transport system membrane component	CDS	130340	131156	-1	CDS_EMRSA15_130341_131156
SAEMRSA1501070	-	binding-protein-dependent transport system membrane component	CDS	131152	131953	-1	CDS_EMRSA15_131153_131953
SAEMRSA1501080	-	putative ABC transport ATP-binding protein	CDS	131954	132728	-1	CDS_EMRSA15_131955_132728
SAEMRSA1501090	-	putative lipoprotein	CDS	132941	133898	-1	CDS_EMRSA15_132942_133898
SAEMRSA1501100	-	putative exported protein	CDS	134126	135671	1	CDS_EMRSA15_134127_135671
SAEMRSA1501110	-	putative nucleotidase	CDS	135721	137257	1	CDS_EMRSA15_135722_137257
SAEMRSA1501120	-	transposase	CDS	137437	137944	1	CDS_EMRSA15_137438_137944
SAEMRSA1501130	adhE	putative aldehyde-alcohol dehydrogenase	CDS	138670	141280	1	CDS_EMRSA15_138671_141280
SAEMRSA1501140	-	transposase	CDS	141546	142032	1	CDS_EMRSA15_141547_142032
SAEMRSA1501150	capA	capsular polysaccharide synthesis enzyme	CDS	142352	143021	1	CDS_EMRSA15_142353_143021
SAEMRSA1501160	capB	capsular polysaccharide synthesis enzyme	CDS	143036	143723	1	CDS_EMRSA15_143037_143723
SAEMRSA1501170	capC	capsular polysaccharide synthesis enzyme	CDS	143725	144490	1	CDS_EMRSA15_143726_144490
SAEMRSA1501180	capD	capsular polysaccharide synthesis enzyme	CDS	144509	146333	1	CDS_EMRSA15_144510_146333
SAEMRSA1501190	capE	capsular polysaccharide synthesis enzyme	CDS	146322	147351	1	CDS_EMRSA15_146323_147351
SAEMRSA1501200	capF	capsular polysaccharide synthesis enzyme	CDS	147363	148473	1	CDS_EMRSA15_147364_148473
SAEMRSA1501210	capG	capsular polysaccharide synthesis enzyme	CDS	148476	149601	1	CDS_EMRSA15_148477_149601
SAEMRSA1501220	cap5H	capsular polysaccharide synthesis enzyme O-acetyl transferase Cap5H	CDS	149597	150230	1	CDS_EMRSA15_149598_150230
SAEMRSA1501230	capI5	capsular polysaccharide biosynthesis protein CapI5	CDS	150234	151344	1	CDS_EMRSA15_150235_151344
SAEMRSA1501240	cap5J	capsular polysaccharide synthesis enzyme Cap5J	CDS	151357	152524	1	CDS_EMRSA15_151358_152524
SAEMRSA1501250	-	capsular polysaccharide synthesis enzyme Cap5K	CDS	152516	153722	1	CDS_EMRSA15_152517_153722
SAEMRSA1501260	capL	capsular polysaccharide synthesis enzyme	CDS	153722	154928	1	CDS_EMRSA15_153723_154928
SAEMRSA1501270	capM	capsular polysaccharide synthesis enzyme	CDS	154938	155496	1	CDS_EMRSA15_154939_155496
SAEMRSA1501280	capN	capsular polysaccharide synthesis enzyme	CDS	155495	156383	1	CDS_EMRSA15_155496_156383
SAEMRSA1501290	capO	capsular polysaccharide synthesis enzyme	CDS	156436	157699	1	CDS_EMRSA15_156437_157699
SAEMRSA1501300	capP	capsular polysaccharide synthesis enzyme	CDS	157745	158921	1	CDS_EMRSA15_157746_158921
SAEMRSA1501310	-	conserved hypothetical protein	CDS	158985	159312	-1	CDS_EMRSA15_158986_159312
SAEMRSA1501320	-	putative membrane protein	CDS	159318	159702	-1	CDS_EMRSA15_159319_159702
SAEMRSA1501330	-	putative aldehyde dehydrogenase	CDS	160127	161615	1	CDS_EMRSA15_160128_161615
SAEMRSA1501340	-	putative cation efflux system protein	CDS	162261	163221	1	CDS_EMRSA15_162262_163221
SAEMRSA1501350	-	hypothetical protein	CDS	163282	163486	-1	CDS_EMRSA15_163283_163486
SAEMRSA1501360	-	conserved hypothetical protein	CDS	163664	164177	1	CDS_EMRSA15_163665_164177
SAEMRSA1501370	-	putative ABC transporter ATP-binding protein	CDS	164518	165259	1	CDS_EMRSA15_164519_165259
SAEMRSA1501380	-	putative lipoprotein	CDS	165272	166247	1	CDS_EMRSA15_165273_166247
SAEMRSA1501390	-	putative transport system permease	CDS	166243	167005	1	CDS_EMRSA15_166244_167005
SAEMRSA1501400	-	conserved hypothetical protein (pseudogene)	CDS	167017	168049	1	CDS_EMRSA15_167018_168049
SAEMRSA1501410	-	conserved hypothetical protein	CDS	168265	168625	1	CDS_EMRSA15_168266_168625
SAEMRSA1501420	-	putative D-isomer specific 2- hydroxyacid dehydrogenase (pseudogene)	CDS	168699	169823	1	CDS_EMRSA15_168700_169823
SAEMRSA1501430	-	putative transporter protein	CDS	170208	171459	1	CDS_EMRSA15_170209_171459
SAEMRSA1501440	-	putative non-ribosomal peptide synthetase	CDS	171905	179081	1	CDS_EMRSA15_171906_179081
SAEMRSA1501450	-	4'-phosphopantetheinyl transferase superfamily protein	CDS	179093	179738	1	CDS_EMRSA15_179094_179738
SAEMRSA1501460	-	putative membrane protein	CDS	180065	180560	-1	CDS_EMRSA15_180066_180560
SAEMRSA1501470	-	putative amino acid kinase	CDS	180812	181577	-1	CDS_EMRSA15_180813_181577
SAEMRSA1501480	argJ	putative arginine biosynthesis bifunctional protein	CDS	181592	182834	-1	CDS_EMRSA15_181593_182834
SAEMRSA1501490	argC	putative N-acetyl-gamma-glutamyl-phosphate reductase	CDS	182845	183880	-1	CDS_EMRSA15_182846_183880
SAEMRSA1501500	-	putative ornithine aminotransferase precursor	CDS	183915	185100	-1	CDS_EMRSA15_183916_185100
SAEMRSA1501510	-	putative branched-chain amino acid transport system carrier protein	CDS	185352	186708	-1	CDS_EMRSA15_185353_186708
SAEMRSA1501520	-	putative isochorismatase	CDS	186983	187541	-1	CDS_EMRSA15_186984_187541
SAEMRSA1501530	-	putative thiamine pyrophosphate enzyme	CDS	187607	189248	-1	CDS_EMRSA15_187608_189248
SAEMRSA1501540	glcA	glucose-specific PTS transporter protein, IIABC component	CDS	189520	191566	-1	CDS_EMRSA15_189521_191566
SAEMRSA1501550	-	conserved hypothetical protein	CDS	192150	193206	1	CDS_EMRSA15_192151_193206
SAEMRSA1501560	-	conserved hypothetical protein	CDS	193202	194102	1	CDS_EMRSA15_193203_194102
SAEMRSA1501570	-	sucrose-specific PTS tranporter protein	CDS	194113	195568	1	CDS_EMRSA15_194114_195568
SAEMRSA1501580	-	RpiR family transcriptional regulator	CDS	195567	196446	1	CDS_EMRSA15_195568_196446
SAEMRSA1501590	-	putative membrane protein	CDS	196683	197523	1	CDS_EMRSA15_196684_197523
SAEMRSA1501600	-	putative type I restriction enzyme	CDS	197701	200491	1	CDS_EMRSA15_197702_200491
SAEMRSA1501610	-	hypothetical protein	CDS	200690	201533	1	CDS_EMRSA15_200691_201533
SAEMRSA1501620	-	conserved hypothetical protein	CDS	201534	202458	1	CDS_EMRSA15_201535_202458
SAEMRSA1501630	-	conserved hypothetical protein	CDS	202444	203557	1	CDS_EMRSA15_202445_203557
SAEMRSA1501640	-	ABC transporter ATP-binding protein	CDS	203821	205414	-1	CDS_EMRSA15_203822_205414
SAEMRSA1501650	-	putative transport system permease	CDS	205541	206849	1	CDS_EMRSA15_205542_206849
SAEMRSA1501660	-	putative transport system permease	CDS	206854	208018	1	CDS_EMRSA15_206855_208018
SAEMRSA1501670	rlp	RGD-containing lipoprotein	CDS	208034	209810	1	CDS_EMRSA15_208035_209810
SAEMRSA1501680	-	putative gamma-glutamyltranspeptidase	CDS	209847	211854	1	CDS_EMRSA15_209848_211854
SAEMRSA1501690	-	putative membrane protein	CDS	212166	212976	-1	CDS_EMRSA15_212167_212976
SAEMRSA1501700	-	putative phosphodiesterase	CDS	213129	213756	-1	CDS_EMRSA15_213130_213756
SAEMRSA1501710	-	putative peptidase	CDS	213964	214543	1	CDS_EMRSA15_213965_214543
SAEMRSA1501720	-	putative ABC transporter, ATP-binding protein	CDS	214925	216023	1	CDS_EMRSA15_214926_216023
SAEMRSA1501730	-	putative extracellular sugar-binding lipoprotein	CDS	216035	217307	1	CDS_EMRSA15_216036_217307
SAEMRSA1501740	-	putative sugar transport system permease	CDS	217309	218578	1	CDS_EMRSA15_217310_218578
SAEMRSA1501750	-	putative sugar transport system permease	CDS	218579	219419	1	CDS_EMRSA15_218580_219419
SAEMRSA1501760	-	putative oxidoreductase	CDS	219492	220569	1	CDS_EMRSA15_219493_220569
SAEMRSA1501770	-	putative oxidoreductase	CDS	220593	221634	1	CDS_EMRSA15_220594_221634
SAEMRSA1501780	-	conserved hypothetical protein	CDS	221688	222657	1	CDS_EMRSA15_221689_222657
SAEMRSA1501790	-	putative membrane protein	CDS	223017	223512	-1	CDS_EMRSA15_223018_223512
SAEMRSA1501800	uhpT	putative sugar phosphate transport protein	CDS	223744	225124	1	CDS_EMRSA15_223745_225124
SAEMRSA1501810	-	putative response regulator	CDS	225482	226241	-1	CDS_EMRSA15_225483_226241
SAEMRSA1501820	-	putative sensor kinase protein	CDS	226233	227790	-1	CDS_EMRSA15_226234_227790
SAEMRSA1501830	-	putative lipoprotein	CDS	227786	228755	-1	CDS_EMRSA15_227787_228755
SAEMRSA1501840	-	formate acetyltransferase	CDS	229342	231592	1	CDS_EMRSA15_229343_231592
SAEMRSA1501850	-	putative pyruvate formate-lyase activating enzyme	CDS	231614	232370	1	CDS_EMRSA15_231615_232370
SAEMRSA1501860	-	putative membrane protein	CDS	232705	234469	1	CDS_EMRSA15_232706_234469
SAEMRSA1501870	-	hypothetical protein	CDS	234632	234977	-1	CDS_EMRSA15_234633_234977
SAEMRSA1501880	-	staphylocoagulase precursor	CDS	235166	237137	1	CDS_EMRSA15_235167_237137
SAEMRSA1501890	fadA	putative thiolase	CDS	237739	238924	-1	CDS_EMRSA15_237740_238924
SAEMRSA1501900	fadB	putative fatty oxidation complex protein	CDS	238953	241215	-1	CDS_EMRSA15_238954_241215
SAEMRSA1501910	fadD	putative acyl-CoA dehydrogenase	CDS	241401	242613	-1	CDS_EMRSA15_241402_242613
SAEMRSA1501920	fadE	putative acyl-CoA synthetase	CDS	242724	244230	-1	CDS_EMRSA15_242725_244230
SAEMRSA1501930	fadX	putative acetyl-CoA transferase	CDS	244255	245818	-1	CDS_EMRSA15_244256_245818
SAEMRSA1501940	-	putative glutamine amidotransferase class-I	CDS	246191	246863	1	CDS_EMRSA15_246192_246863
SAEMRSA1501950	-	putative membrane protein	CDS	247085	248228	1	CDS_EMRSA15_247086_248228
SAEMRSA1501960	-	putative extracellular solute-binding lipoprotein	CDS	248540	250016	-1	CDS_EMRSA15_248541_250016
SAEMRSA1501970	-	conserved hypothetical protein	CDS	250213	250570	-1	CDS_EMRSA15_250214_250570
SAEMRSA1501980	-	putative membrane protein	CDS	250726	250900	-1	CDS_EMRSA15_250727_250900
SAEMRSA1501990	-	flavohemoprotein	CDS	250925	252071	-1	CDS_EMRSA15_250926_252071
SAEMRSA1502000	ldh1	L-lactate dehydrogenase 1	CDS	252643	253597	1	CDS_EMRSA15_252644_253597
SAEMRSA1502010	-	putative PTS transport system, IIBC component	CDS	253917	255447	-1	CDS_EMRSA15_253918_255447
SAEMRSA1502020	-	putative inosine-uridine preferring nucleoside hydrolase	CDS	255808	256744	1	CDS_EMRSA15_255809_256744
SAEMRSA1502030	-	putative PTS multi-domain regulator	CDS	257075	259172	1	CDS_EMRSA15_257076_259172
SAEMRSA1502040	-	putative PTS transport system, IIA component	CDS	259156	259624	1	CDS_EMRSA15_259157_259624
SAEMRSA1502050	-	putative PTS transport system, IIB component	CDS	259646	259925	1	CDS_EMRSA15_259647_259925
SAEMRSA1502060	-	putative PTS transport system, IIC component	CDS	260151	261411	1	CDS_EMRSA15_260152_261411
SAEMRSA1502070	-	putative zinc-binding dehydrogenase	CDS	261428	262484	1	CDS_EMRSA15_261429_262484
SAEMRSA1502080	-	hypothetical protein	CDS	262485	262632	1	CDS_EMRSA15_262486_262632
SAEMRSA1502090	-	putative zinc-binding dehydrogenase	CDS	262655	263699	1	CDS_EMRSA15_262656_263699
SAEMRSA1502100	-	conserved hypothetical protein	CDS	264226	264943	1	CDS_EMRSA15_264227_264943
SAEMRSA1502110	-	putative zinc-binding dehydrogenase	CDS	264935	265961	1	CDS_EMRSA15_264936_265961
SAEMRSA1502120	-	hypothetical protein	CDS	265982	267677	1	CDS_EMRSA15_265983_267677
SAEMRSA1502130	-	putative teichoic acid biosynthesis protein	CDS	268105	269275	1	CDS_EMRSA15_268106_269275
SAEMRSA1502140	-	conserved hypothetical protein	CDS	269550	270267	1	CDS_EMRSA15_269551_270267
SAEMRSA1502150	-	putative zinc-binding dehydrogenase	CDS	270259	271285	1	CDS_EMRSA15_270260_271285
SAEMRSA1502160	-	hypothetical protein	CDS	271306	272995	1	CDS_EMRSA15_271307_272995
SAEMRSA1502170	-	putative glycosyl transferase	CDS	273027	274749	1	CDS_EMRSA15_273028_274749
SAEMRSA1502180	scdA	cell wall metabolism protein	CDS	274892	275567	1	CDS_EMRSA15_274893_275567
SAEMRSA1502190	lytS	autolysin sensor kinase protein	CDS	275812	277567	1	CDS_EMRSA15_275813_277567
SAEMRSA1502200	lytR	autolysin response regulator protein	CDS	277569	278310	1	CDS_EMRSA15_277570_278310
SAEMRSA1502210	lrgA	holin-like protein	CDS	278422	278866	1	CDS_EMRSA15_278423_278866
SAEMRSA1502220	lrgB	holin-like protein	CDS	278858	279560	1	CDS_EMRSA15_278859_279560
SAEMRSA1502230	-	putative nitric oxide reductase	CDS	279900	282192	1	CDS_EMRSA15_279901_282192
SAEMRSA1502240	-	GntR family regulatory protein	CDS	282417	283122	-1	CDS_EMRSA15_282418_283122
SAEMRSA1502250	-	putative PTS transport system protein	CDS	283270	284062	1	CDS_EMRSA15_283271_284062
SAEMRSA1502260	bglA	6-phospho-beta-glucosidase	CDS	284077	285514	1	CDS_EMRSA15_284078_285514
SAEMRSA1502270	-	conserved hypothetical protein	CDS	286008	286770	-1	CDS_EMRSA15_286009_286770
SAEMRSA1502280	-	putative ribokinase	CDS	287020	287935	-1	CDS_EMRSA15_287021_287935
SAEMRSA1502290	-	putative ribose transport protein	CDS	287962	288367	-1	CDS_EMRSA15_287963_288367
SAEMRSA1502300	-	putative sugar transport protein	CDS	288381	289263	-1	CDS_EMRSA15_288382_289263
SAEMRSA1502310	-	LacI family regulatory protein	CDS	289494	290493	-1	CDS_EMRSA15_289495_290493
SAEMRSA1502320	-	hypothetical protein	CDS	290873	291266	1	CDS_EMRSA15_290874_291266
SAEMRSA1502330	-	putative transport protein	CDS	291393	292770	-1	CDS_EMRSA15_291394_292770
SAEMRSA1502340	-	putative choloylglycine hydrolase	CDS	293003	293996	1	CDS_EMRSA15_293004_293996
SAEMRSA1502350	lytM	peptidoglycan hydrolase	CDS	294321	295269	1	CDS_EMRSA15_294322_295269
SAEMRSA1502360	-	putative ABC transporter ATP-binding protein	CDS	295320	295980	-1	CDS_EMRSA15_295321_295980
SAEMRSA1502370	-	putative membrane protein	CDS	295993	296914	-1	CDS_EMRSA15_295994_296914
SAEMRSA1502380	-	putative membrane protein	CDS	296910	298077	-1	CDS_EMRSA15_296911_298077
SAEMRSA1502390	-	putative exported protein	CDS	298144	299668	-1	CDS_EMRSA15_298145_299668
SAEMRSA1502400	-	putative exported protein	CDS	299998	300901	-1	CDS_EMRSA15_299999_300901
SAEMRSA1502410	-	conserved hypothetical protein	CDS	301139	301433	1	CDS_EMRSA15_301140_301433
SAEMRSA1502420	-	putative membrane protein	CDS	301515	304545	1	CDS_EMRSA15_301516_304545
SAEMRSA1502430	-	putative membrane protein	CDS	304544	305003	1	CDS_EMRSA15_304545_305003
SAEMRSA1502440	-	conserved hypothetical protein	CDS	304974	305217	1	CDS_EMRSA15_304975_305217
SAEMRSA1502450	-	putative membrane protein	CDS	305229	306564	1	CDS_EMRSA15_305230_306564
SAEMRSA1502460	-	putative membrane protein	CDS	306585	311016	1	CDS_EMRSA15_306586_311016
SAEMRSA1502470	-	hypothetical protein	CDS	311028	312108	1	CDS_EMRSA15_311029_312108
SAEMRSA1502480	-	hypothetical protein	CDS	312110	312401	1	CDS_EMRSA15_312111_312401
SAEMRSA1502490	-	hypothetical protein	CDS	312413	313676	1	CDS_EMRSA15_312414_313676
SAEMRSA1502500	-	hypothetical protein	CDS	313688	314102	1	CDS_EMRSA15_313689_314102
SAEMRSA1502510	-	putative membrane protein	CDS	314112	314586	1	CDS_EMRSA15_314113_314586
SAEMRSA1502520	-	putative membrane protein	CDS	314600	314975	1	CDS_EMRSA15_314601_314975
